customer_id,first_name,last_name,email,gender,age,country,city,signup_date,customer_segment
19533,Customer019533,User019533,customer019533@example.com,Male,45,Turkey,Istanbul,2025-02-15,Standard
19534,Customer019534,User019534,customer019534@example.com,Female,23,United States,New York,2022-08-31,Silver
19535,Customer019535,User019535,customer019535@example.com,Female,27,United States,New York,2025-01-28,Standard
19536,Customer019536,User019536,customer019536@example.com,Female,26,United States,New York,2022-09-09,Gold
19537,Customer019537,User019537,customer019537@example.com,Male,18,UAE,Dubai,2024-05-14,Standard
19538,Customer019538,User019538,customer019538@example.com,Female,18,Germany,Berlin,2021-12-19,Standard
19539,Customer019539,User019539,customer019539@example.com,Male,32,United Kingdom,London,2021-05-29,Gold
19540,Customer019540,User019540,customer019540@example.com,Male,29,Italy,Rome,2024-11-14,Standard
19541,Customer019541,User019541,customer019541@example.com,Male,41,Poland,Warsaw,2023-02-16,Standard
19542,Customer019542,User019542,customer019542@example.com,Male,27,United States,New York,2021-03-06,Gold
19543,Customer019543,User019543,customer019543@example.com,Male,38,Spain,Madrid,2021-01-24,Standard
19544,Customer019544,User019544,customer019544@example.com,Female,23,Azerbaijan,Baku,2023-05-07,Standard
19545,Customer019545,User019545,customer019545@example.com,Female,49,Germany,Berlin,2024-06-07,Gold
19546,Customer019546,User019546,customer019546@example.com,Male,62,Azerbaijan,Baku,2024-05-17,Gold
19547,Customer019547,User019547,customer019547@example.com,Male,39,Spain,Madrid,2021-01-28,Standard
19548,Customer019548,User019548,customer019548@example.com,Female,45,Azerbaijan,Baku,2025-09-03,Standard
19549,Customer019549,User019549,customer019549@example.com,Male,47,United Kingdom,London,2023-10-12,Gold
19550,Customer019550,User019550,customer019550@example.com,Female,19,Turkey,Istanbul,2021-07-17,Gold
19551,Customer019551,User019551,customer019551@example.com,Male,46,Azerbaijan,Baku,2021-01-15,Standard
19552,Customer019552,User019552,customer019552@example.com,Female,45,Poland,Warsaw,2022-06-29,Platinum
19553,Customer019553,User019553,customer019553@example.com,Female,28,Poland,Warsaw,2023-11-29,Standard
19554,Customer019554,User019554,customer019554@example.com,Male,30,Azerbaijan,Baku,2021-09-21,Standard
19555,Customer019555,User019555,customer019555@example.com,Male,32,Turkey,Istanbul,2021-09-02,Standard
19556,Customer019556,User019556,customer019556@example.com,Female,29,United States,New York,2021-08-29,Standard
19557,Customer019557,User019557,customer019557@example.com,Male,31,Kazakhstan,Almaty,2021-03-28,Silver
19558,Customer019558,User019558,customer019558@example.com,Female,18,Turkey,Istanbul,2021-05-28,Standard
19559,Customer019559,User019559,customer019559@example.com,Female,31,Turkey,Istanbul,2021-06-11,Standard
19560,Customer019560,User019560,customer019560@example.com,Female,30,Kazakhstan,Almaty,2025-02-05,Silver
19561,Customer019561,User019561,customer019561@example.com,Male,50,Germany,BERLIN,2023-11-27,Standard
19562,Customer019562,User019562,customer019562@example.com,Female,37,Poland,Warsaw,2024-09-25,Standard
19563,Customer019563,User019563,customer019563@example.com,Male,36,Azerbaijan,Baku,2022-02-24,Standard
19564,Customer019564,User019564,customer019564@example.com,Female,47,Spain,Madrid,2021-10-31,Standard
19565,Customer019565,User019565,customer019565@example.com,Female,22,United States,New York,2021-05-22,Standard
19566,Customer019566,User019566,customer019566@example.com,Female,45,United Kingdom,London,2022-03-16,Standard
19567,Customer019567,User019567,customer019567@example.com,Female,43,Spain,Madrid,2025-11-09,Standard
19568,Customer019568,User019568,customer019568@example.com,Female,29,Spain,Madrid,2021-07-18,Standard
19569,Customer019569,User019569,customer019569@example.com,Male,34,United States,New York,2021-03-16,Silver
19570,Customer019570,User019570,customer019570@example.com,Male,51,Kazakhstan,Almaty,2024-01-13,Silver
19571,Customer019571,User019571,customer019571@example.com,Female,30,United States,New York,2023-12-30,Gold
19572,Customer019572,User019572,customer019572@example.com,Female,55,Italy,Rome,2022-06-06,Standard
19573,Customer019573,User019573,customer019573@example.com,Female,21,Poland,Warsaw,2024-04-28,Standard
19574,Customer019574,User019574,customer019574@example.com,Female,36,France,Paris,2021-04-06,Silver
19575,Customer019575,User019575,customer019575@example.com,Female,39,Germany,Berlin,2021-02-16,Silver
19576,Customer019576,User019576,customer019576@example.com,Male,58,Turkey,Istanbul,2025-12-09,Standard
19577,Customer019577,User019577,customer019577@example.com,Female,46,Turkey,Istanbul,2025-08-23,Silver
19578,Customer019578,User019578,customer019578@example.com,Male,51,Germany,Berlin,2024-06-11,Standard
19579,Customer019579,User019579,customer019579@example.com,Male,23,United Kingdom,London,2024-04-06,Standard
19580,Customer019580,User019580,customer019580@example.com,Male,34,UAE,Dubai,2024-03-09,Standard
19581,Customer019581,User019581,customer019581@example.com,Female,34,United Kingdom,London,2025-02-27,Standard
19582,Customer019582,User019582,customer019582@example.com,Female,35,Turkey,Istanbul,2024-09-07,Gold
19583,Customer019583,User019583,customer019583@example.com,Female,18,Turkey,Istanbul,2022-02-27,Standard
19584,Customer019584,User019584,customer019584@example.com,Male,40,France,Paris,2023-08-05,Standard
19585,Customer019585,User019585,customer019585@example.com,Male,54,United Kingdom,London,2023-05-08,Standard
19586,Customer019586,User019586,customer019586@example.com,Male,39,United Kingdom,London,2021-12-30,Standard
19587,Customer019587,User019587,customer019587@example.com,Female,33,United Kingdom,London,2025-01-08,Standard
19588,Customer019588,User019588,customer019588@example.com,Female,52,United States,New York,2024-04-01,Standard
19589,Customer019589,User019589,customer019589@example.com,Male,18,France,Paris,2025-04-18,Standard
19590,Customer019590,User019590,customer019590@example.com,Female,25,France,Paris,2023-12-24,Silver
19591,Customer019591,User019591,customer019591@example.com,Male,32,France,Paris,2025-08-18,Standard
19592,Customer019592,User019592,customer019592@example.com,Female,44,Turkey,Istanbul,2021-05-16,Gold
19593,Customer019593,User019593,customer019593@example.com,Female,56,Poland,Warsaw,2024-04-06,Standard
19594,Customer019594,User019594,customer019594@example.com,Male,51,Turkey,Istanbul,2022-08-29,Standard
19595,Customer019595,User019595,customer019595@example.com,Female,40,Germany,Berlin,2025-12-02,Standard
19596,Customer019596,User019596,customer019596@example.com,Female,43,Kazakhstan,Almaty,2022-02-13,Standard
19597,Customer019597,User019597,customer019597@example.com,Female,18,Kazakhstan,Almaty,2021-06-30,Standard
19598,Customer019598,User019598,customer019598@example.com,Male,30,United States,New York,2022-03-31,Standard
19599,Customer019599,User019599,customer019599@example.com,Female,33,France,Paris,2021-08-30,Standard
19600,Customer019600,User019600,customer019600@example.com,Male,27,Kazakhstan,Almaty,2023-07-13,Standard
19601,Customer019601,User019601,customer019601@example.com,Male,18,United States,New York,2023-10-06,Gold
19602,Customer019602,User019602,customer019602@example.com,Female,45,Italy,Rome,2023-02-10,Platinum
19603,Customer019603,User019603,customer019603@example.com,Male,39,Germany,Berlin,2021-04-13,Gold
19604,Customer019604,User019604,customer019604@example.com,Male,26,United States,New York,2023-06-18,Standard
19605,Customer019605,User019605,customer019605@example.com,Male,31,Azerbaijan,Baku,2022-04-06,Standard
19606,Customer019606,User019606,customer019606@example.com,Female,27,UAE,Dubai,2021-06-13,Silver
19607,Customer019607,User019607,customer019607@example.com,Female,41,Italy,Rome,2023-06-24,Silver
19608,Customer019608,User019608,customer019608@example.com,Male,41,Azerbaijan,Baku,2024-03-19,Standard
19609,Customer019609,User019609,customer019609@example.com,Female,30,Azerbaijan,Baku,2021-10-29,Gold
19610,Customer019610,User019610,customer019610@example.com,Female,51,UAE,Dubai,2025-10-22,Silver
19611,Customer019611,User019611,customer019611@example.com,Male,18,Kazakhstan,Almaty,2023-12-02,Silver
19612,Customer019612,User019612,customer019612@example.com,Male,18,United Kingdom,London,2023-11-09,Standard
19613,Customer019613,User019613,customer019613@example.com,Female,39,Turkey,Istanbul,2026-03-04,Standard
19614,Customer019614,User019614,customer019614@example.com,Male,28,UAE,Dubai,2024-10-24,Silver
19615,Customer019615,User019615,customer019615@example.com,Female,47,United States,New York,2022-04-15,Silver
19616,Customer019616,User019616,customer019616@example.com,Male,52,Turkey,Istanbul,2022-05-17,Standard
19617,Customer019617,User019617,customer019617@example.com,Male,26,Kazakhstan,Almaty,2022-04-20,Platinum
19618,Customer019618,User019618,customer019618@example.com,Female,57,United Kingdom,London,2023-11-29,Standard
19619,Customer019619,User019619,customer019619@example.com,Female,28,France,Paris,2025-09-03,Standard
19620,Customer019620,User019620,customer019620@example.com,Male,18,Turkey,Istanbul,2023-08-19,Standard
19621,Customer019621,User019621,customer019621@example.com,Female,18,United States,New York,2022-08-03,Gold
19622,Customer019622,User019622,customer019622@example.com,Female,38,France,Paris,2024-07-14,Standard
19623,Customer019623,User019623,customer019623@example.com,Female,24,Kazakhstan,Almaty,2023-07-22,Standard
19624,Customer019624,User019624,customer019624@example.com,Male,36,United States,New York,2022-10-06,Standard
19625,Customer019625,User019625,customer019625@example.com,Male,63,Turkey,Istanbul,2021-07-18,Silver
19626,Customer019626,User019626,customer019626@example.com,Female,38,France,Paris,2025-07-29,Standard
19627,Customer019627,User019627,customer019627@example.com,Male,33,United Kingdom,London,2025-04-12,Standard
19628,Customer019628,User019628,customer019628@example.com,Male,55,Italy,Rome,2022-12-07,Standard
19629,Customer019629,User019629,customer019629@example.com,Female,21,Poland,Warsaw,2021-06-13,Standard
19630,Customer019630,User019630,customer019630@example.com,Female,18,Azerbaijan,Baku,2023-06-16,Standard
19631,Customer019631,User019631,customer019631@example.com,Female,32,United Kingdom,London,2024-03-25,Standard
19632,Customer019632,User019632,customer019632@example.com,Male,23,United Kingdom,London,2022-02-09,Standard
19633,Customer019633,User019633,customer019633@example.com,Male,31,United States,New York,2025-02-07,Silver
19634,Customer019634,User019634,customer019634@example.com,Female,30,Spain,Madrid,2025-05-07,Silver
19635,Customer019635,User019635,customer019635@example.com,Male,39,France,Paris,2022-06-10,Standard
19636,Customer019636,User019636,customer019636@example.com,Female,42,France,Paris,2026-02-20,Standard
19637,Customer019637,User019637,customer019637@example.com,Female,29,France,Paris,2026-01-12,Silver
19638,Customer019638,User019638,customer019638@example.com,Female,36,France,Paris,2022-06-13,Gold
19639,Customer019639,User019639,customer019639@example.com,Female,29,Azerbaijan,Baku,2026-02-05,Silver
19640,Customer019640,User019640,customer019640@example.com,Male,28,Spain,Madrid,2025-05-28,Standard
19641,Customer019641,User019641,customer019641@example.com,Male,27,Turkey,Istanbul,2023-06-04,Standard
19642,Customer019642,User019642,customer019642@example.com,Male,39,Turkey,Istanbul,2024-04-14,Standard
19643,Customer019643,User019643,customer019643@example.com,Female,24,Spain,Madrid,2025-03-30,Standard
19644,Customer019644,User019644,customer019644@example.com,Male,46,Italy,Rome,2022-03-16,Standard
19645,Customer019645,User019645,customer019645@example.com,Female,44,Turkey,Istanbul,2021-07-07,Standard
19646,Customer019646,User019646,customer019646@example.com,Female,23,Georgia,Tbilisi,2022-03-18,Standard
19647,Customer019647,User019647,customer019647@example.com,Female,22,UAE,Dubai,2025-08-26,Standard
19648,Customer019648,User019648,customer019648@example.com,Male,35,United States,New York,2024-08-11,Standard
19649,Customer019649,User019649,customer019649@example.com,Female,18,United States,New York,2022-10-01,Silver
19650,Customer019650,User019650,customer019650@example.com,Male,26,Italy,Rome,2025-05-25,Standard
19651,Customer019651,User019651,customer019651@example.com,Male,18,Germany,Berlin,2025-12-21,Standard
19652,Customer019652,User019652,customer019652@example.com,Female,31,Spain,Madrid,2025-08-04,Gold
19653,Customer019653,User019653,customer019653@example.com,Female,34,UAE,Dubai,2022-02-07,Platinum
19654,Customer019654,User019654,customer019654@example.com,Female,38,Azerbaijan,Baku,2021-05-26,Gold
19655,Customer019655,User019655,customer019655@example.com,Male,47,Turkey,Istanbul,2024-01-06,Silver
19656,Customer019656,User019656,customer019656@example.com,Female,18,United States,New York,2021-03-01,Silver
19657,Customer019657,User019657,customer019657@example.com,Male,22,Italy,Rome,2024-12-30,Standard
19658,Customer019658,User019658,customer019658@example.com,Female,39,United Kingdom,London,2022-02-14,Silver
19659,Customer019659,User019659,customer019659@example.com,Male,68,United States,New York,2023-11-12,Standard
19660,Customer019660,User019660,customer019660@example.com,Male,38,United States,New York,2025-01-18,Standard
19661,Customer019661,User019661,customer019661@example.com,Male,43,United States,New York,2024-09-21,Standard
19662,Customer019662,User019662,customer019662@example.com,Female,29,Poland,Warsaw,2023-03-12,Standard
19663,Customer019663,User019663,customer019663@example.com,Female,30,United Kingdom,London,2021-02-17,Standard
19664,Customer019664,User019664,customer019664@example.com,Female,39,Georgia,Tbilisi,2022-07-11,Silver
19665,Customer019665,User019665,customer019665@example.com,Male,30,Germany,BERLIN,2022-07-08,Standard
19666,Customer019666,User019666,customer019666@example.com,Male,29,Kazakhstan,Almaty,2025-05-06,Standard
19667,Customer019667,User019667,customer019667@example.com,Male,33,Turkey,Istanbul,2025-01-17,Gold
19668,Customer019668,User019668,customer019668@example.com,Female,40,United States,New York,2023-09-06,Standard
19669,Customer019669,User019669,customer019669@example.com,Male,18,Germany,Berlin,2024-01-27,Standard
19670,Customer019670,User019670,customer019670@example.com,Female,38,UAE,Dubai,2025-05-03,Standard
19671,Customer019671,User019671,customer019671@example.com,Female,47,Georgia,Tbilisi,2021-12-29,Standard
19672,Customer019672,User019672,customer019672@example.com,Male,31,United States,New York,2022-04-26,Silver
19673,Customer019673,User019673,customer019673@example.com,Female,29,United Kingdom,London,2024-02-15,Standard
19674,Customer019674,User019674,customer019674@example.com,Male,41,Azerbaijan,Baku,2025-08-21,Standard
19675,Customer019675,User019675,customer019675@example.com,Female,23,United States,New York,2021-07-10,Standard
19676,Customer019676,User019676,customer019676@example.com,Female,34,Azerbaijan,Baku,2025-03-15,Silver
19677,Customer019677,User019677,customer019677@example.com,Female,33,France,Paris,2023-01-06,Standard
19678,Customer019678,User019678,customer019678@example.com,Female,38,UAE,Dubai,2022-06-17,Standard
19679,Customer019679,User019679,customer019679@example.com,Male,25,Georgia,Tbilisi,2021-05-02,Standard
19680,Customer019680,User019680,customer019680@example.com,Female,18,United Kingdom,London,2026-02-14,Silver
19681,Customer019681,User019681,customer019681@example.com,Female,39,France,Paris,2024-09-15,Silver
19682,Customer019682,User019682,customer019682@example.com,Female,31,United Kingdom,London,2023-11-08,Standard
19683,Customer019683,User019683,customer019683@example.com,Female,59,Kazakhstan,Almaty,2021-05-10,Standard
19684,Customer019684,User019684,customer019684@example.com,Male,30,Italy,Rome,2021-01-15,Silver
19685,Customer019685,User019685,customer019685@example.com,Male,34,United States,New York,2023-01-13,Gold
19686,Customer019686,User019686,customer019686@example.com,Male,18,Turkey,Istanbul,2024-05-07,Standard
19687,Customer019687,User019687,customer019687@example.com,Female,18,Turkey,Istanbul,2025-07-12,Silver
19688,Customer019688,User019688,customer019688@example.com,Female,41,UAE,Dubai,2025-05-07,Standard
19689,Customer019689,User019689,customer019689@example.com,Male,36,Turkey,Istanbul,2024-05-12,Standard
19690,Customer019690,User019690,customer019690@example.com,Male,29,Turkey,Istanbul,2025-05-11,Standard
19691,Customer019691,User019691,customer019691@example.com,Male,18,Germany,Berlin,2025-10-14,Gold
19692,Customer019692,User019692,customer019692@example.com,Female,21,Turkey,Istanbul,2025-05-22,Standard
19693,Customer019693,User019693,customer019693@example.com,Female,24,UAE,Dubai,2023-03-14,Standard
19694,Customer019694,User019694,customer019694@example.com,Female,49,Azerbaijan,Baku,2025-10-28,Standard
19695,Customer019695,User019695,customer019695@example.com,Male,51,UAE,Dubai,2022-12-31,Standard
19696,Customer019696,User019696,customer019696@example.com,Female,47,United States,New York,2024-09-22,Standard
19697,Customer019697,User019697,customer019697@example.com,Male,37,Spain,Madrid,2025-01-11,Standard
19698,Customer019698,User019698,customer019698@example.com,Female,18,United Kingdom,London,2023-06-08,Standard
19699,Customer019699,User019699,customer019699@example.com,Female,18,Georgia,Tbilisi,2024-05-09,Standard
19700,Customer019700,User019700,customer019700@example.com,Male,45,Germany,Berlin,2024-04-01,Gold
19701,Customer019701,User019701,customer019701@example.com,Female,35,Germany,Berlin,2024-04-23,Standard
19702,Customer019702,User019702,customer019702@example.com,Male,23,Poland,Warsaw,2022-04-11,Standard
19703,Customer019703,User019703,customer019703@example.com,Female,31,Azerbaijan,BAKU,2022-09-27,Standard
19704,Customer019704,User019704,customer019704@example.com,Male,24,Azerbaijan,Baku,2023-12-10,Silver
19705,Customer019705,User019705,customer019705@example.com,Female,32,Germany,Berlin,2022-04-10,Silver
19706,Customer019706,User019706,customer019706@example.com,Female,27,Poland,Warsaw,2021-03-03,Standard
19707,Customer019707,User019707,customer019707@example.com,Male,36,Germany,Berlin,2024-01-13,Silver
19708,Customer019708,User019708,customer019708@example.com,Female,25,France,Paris,2022-05-23,Standard
19709,Customer019709,User019709,customer019709@example.com,Female,31,Turkey,Istanbul,2021-01-19,Standard
19710,Customer019710,User019710,customer019710@example.com,Female,37,Kazakhstan,Almaty,2023-10-02,Standard
19711,Customer019711,User019711,customer019711@example.com,Male,48,United Kingdom,London,2026-03-03,Gold
19712,Customer019712,User019712,customer019712@example.com,Male,49,Turkey,Istanbul,2022-03-13,Standard
19713,Customer019713,User019713,customer019713@example.com,Female,18,Turkey,Istanbul,2023-05-19,Gold
19714,Customer019714,User019714,customer019714@example.com,Female,42,France,Paris,2021-09-03,Standard
19715,Customer019715,User019715,customer019715@example.com,Female,32,Turkey,Istanbul,2023-02-24,Standard
19716,Customer019716,User019716,customer019716@example.com,Male,38,Poland,Warsaw,2022-08-03,Standard
19717,Customer019717,User019717,customer019717@example.com,Male,24,United Kingdom,London,2023-11-07,Standard
19718,Customer019718,User019718,customer019718@example.com,Female,52,Turkey,Istanbul,2025-07-05,Standard
19719,Customer019719,User019719,customer019719@example.com,Male,29,Turkey,Istanbul,2023-12-20,Standard
19720,Customer019720,User019720,customer019720@example.com,Male,18,Germany,Berlin,2023-12-13,Platinum
19721,Customer019721,User019721,customer019721@example.com,Male,33,Kazakhstan,Almaty,2021-02-09,Standard
19722,Customer019722,User019722,customer019722@example.com,Male,23,Azerbaijan,Baku,2025-11-21,Silver
19723,Customer019723,User019723,customer019723@example.com,Female,39,Kazakhstan,Almaty,2023-10-05,Gold
19724,Customer019724,User019724,customer019724@example.com,Female,42,Poland,Warsaw,2024-04-22,Standard
19725,Customer019725,User019725,customer019725@example.com,Female,47,France,Paris,2021-03-06,Gold
19726,Customer019726,User019726,customer019726@example.com,Female,52,United States,New York,2024-12-12,Standard
19727,Customer019727,User019727,customer019727@example.com,Female,30,Turkey,Istanbul,2025-11-07,Silver
19728,Customer019728,User019728,customer019728@example.com,Female,33,Azerbaijan,Baku,2023-06-02,Silver
19729,Customer019729,User019729,customer019729@example.com,Female,32,Italy,ROME,2025-01-21,Platinum
19730,Customer019730,User019730,customer019730@example.com,Female,43,Germany,Berlin,2021-06-30,Gold
19731,Customer019731,User019731,customer019731@example.com,Female,41,United States,New York,2025-10-26,Silver
19732,Customer019732,User019732,customer019732@example.com,Male,18,United States,New York,2024-08-10,Standard
19733,Customer019733,User019733,customer019733@example.com,Female,42,Poland,Warsaw,2022-05-17,Standard
19734,Customer019734,User019734,customer019734@example.com,Female,43,Germany,Berlin,2025-01-22,Standard
19735,Customer019735,User019735,customer019735@example.com,Male,57,Turkey,Istanbul,2022-11-28,Silver
19736,Customer019736,User019736,customer019736@example.com,Female,47,France,Paris,2023-08-12,Silver
19737,Customer019737,User019737,customer019737@example.com,Male,47,UAE,Dubai,2025-03-26,Standard
19738,Customer019738,User019738,customer019738@example.com,Female,27,Georgia,Tbilisi,2024-08-14,Silver
19739,Customer019739,User019739,customer019739@example.com,Male,39,Kazakhstan,Almaty,2021-03-09,Silver
19740,Customer019740,User019740,customer019740@example.com,Female,35,Azerbaijan,Baku,2023-04-12,Gold
19741,Customer019741,User019741,customer019741@example.com,Female,31,Turkey,Istanbul,2021-02-11,Standard
19742,Customer019742,User019742,customer019742@example.com,Male,49,Poland,Warsaw,2024-03-02,Gold
19743,Customer019743,User019743,customer019743@example.com,Female,45,Spain,Madrid,2026-01-21,Standard
19744,Customer019744,User019744,customer019744@example.com,Female,33,France,Paris,2022-03-26,Standard
19745,Customer019745,User019745,customer019745@example.com,Female,29,United Kingdom,London,2022-05-22,Silver
19746,Customer019746,User019746,customer019746@example.com,Female,55,United Kingdom,London,2021-04-06,Standard
19747,Customer019747,User019747,customer019747@example.com,Male,52,Turkey,Istanbul,2023-06-14,Silver
19748,Customer019748,User019748,customer019748@example.com,Female,33,France,Paris,2024-06-23,Gold
19749,Customer019749,User019749,customer019749@example.com,Male,46,Germany,Berlin,2022-06-10,Platinum
19750,Customer019750,User019750,customer019750@example.com,Female,31,Georgia,Tbilisi,2022-08-19,Standard
19751,Customer019751,User019751,customer019751@example.com,Male,42,Germany,Berlin,2022-03-12,Standard
19752,Customer019752,User019752,customer019752@example.com,Female,33,Poland,Warsaw,2024-01-14,Platinum
19753,Customer019753,User019753,customer019753@example.com,Male,18,United Kingdom,London,2023-02-05,Standard
19754,Customer019754,User019754,customer019754@example.com,Female,40,UAE,Dubai,2024-10-08,Silver
19755,Customer019755,User019755,customer019755@example.com,Female,18,Spain,Madrid,2023-06-01,Standard
19756,Customer019756,User019756,customer019756@example.com,Male,27,Azerbaijan,Baku,2022-01-03,Standard
19757,Customer019757,User019757,customer019757@example.com,Female,31,Italy,Rome,2024-09-20,Silver
19758,Customer019758,User019758,customer019758@example.com,Female,43,France,Paris,2023-01-11,Gold
19759,Customer019759,User019759,customer019759@example.com,Female,22,UAE,Dubai,2025-01-08,Standard
19760,Customer019760,User019760,customer019760@example.com,Male,36,Germany,Berlin,2024-10-23,Standard
19761,Customer019761,User019761,customer019761@example.com,Female,29,Spain,Madrid,2024-12-22,Silver
19762,Customer019762,User019762,customer019762@example.com,Male,31,Georgia,Tbilisi,2024-12-28,Standard
19763,Customer019763,User019763,customer019763@example.com,Female,55,Poland,Warsaw,2024-01-10,Standard
19764,Customer019764,User019764,customer019764@example.com,Female,42,Kazakhstan,Almaty,2024-12-11,Standard
19765,Customer019765,User019765,customer019765@example.com,Male,18,United Kingdom,London,2024-05-09,Standard
19766,Customer019766,User019766,customer019766@example.com,Male,38,United States,New York,2021-03-27,Standard
19767,Customer019767,User019767,customer019767@example.com,Female,21,United Kingdom,London,2021-07-07,Silver
19768,Customer019768,User019768,customer019768@example.com,Male,48,United Kingdom,London,2021-03-28,Silver
19769,Customer019769,User019769,customer019769@example.com,Male,32,Turkey,Istanbul,2022-09-03,Gold
19770,Customer019770,User019770,customer019770@example.com,Female,19,Azerbaijan,Baku,2025-04-13,Standard
19771,Customer019771,User019771,customer019771@example.com,Female,30,Germany,Berlin,2024-06-07,Gold
19772,Customer019772,User019772,customer019772@example.com,Female,33,Kazakhstan,Almaty,2025-04-12,Standard
19773,Customer019773,User019773,customer019773@example.com,Female,40,Germany,Berlin,2024-03-12,Gold
19774,Customer019774,User019774,customer019774@example.com,Female,41,UAE,Dubai,2021-01-22,Silver
19775,Customer019775,User019775,customer019775@example.com,Female,32,Turkey,Istanbul,2026-02-06,Gold
19776,Customer019776,User019776,customer019776@example.com,Male,20,France,Paris,2023-11-12,Standard
19777,Customer019777,User019777,customer019777@example.com,Male,18,Turkey,Istanbul,2021-01-28,Standard
19778,Customer019778,User019778,customer019778@example.com,Male,33,Italy,Rome,2026-02-11,Standard
19779,Customer019779,User019779,customer019779@example.com,Female,28,Turkey,Istanbul,2021-02-01,Silver
19780,Customer019780,User019780,customer019780@example.com,Female,24,Germany,Berlin,2024-03-13,Standard
19781,Customer019781,User019781,customer019781@example.com,Male,33,Turkey,Istanbul,2022-08-06,Standard
19782,Customer019782,User019782,customer019782@example.com,Female,41,United Kingdom,London,2025-09-28,Platinum
19783,Customer019783,User019783,customer019783@example.com,Female,46,United Kingdom,London,2021-12-31,Gold
19784,Customer019784,User019784,customer019784@example.com,Male,36,Germany,Berlin,2023-09-08,Silver
19785,Customer019785,User019785,customer019785@example.com,Female,28,Turkey,Istanbul,2021-05-07,Silver
19786,Customer019786,User019786,customer019786@example.com,Female,40,United States,New York,2025-06-21,Standard
19787,Customer019787,User019787,customer019787@example.com,Male,43,Germany,Berlin,2023-09-09,Standard
19788,Customer019788,User019788,customer019788@example.com,Female,51,UAE,Dubai,2022-03-13,Standard
19789,Customer019789,User019789,customer019789@example.com,Female,38,Italy,Rome,2022-11-15,Gold
19790,Customer019790,User019790,customer019790@example.com,Male,41,UAE,Dubai,2026-01-23,Standard
19791,Customer019791,User019791,customer019791@example.com,Male,18,UAE,Dubai,2021-11-04,Standard
19792,Customer019792,User019792,customer019792@example.com,Female,33,United Kingdom,London,2023-10-16,Standard
19793,Customer019793,User019793,customer019793@example.com,Female,50,Azerbaijan,Baku,2023-05-11,Standard
19794,Customer019794,User019794,customer019794@example.com,Male,25,Germany,Berlin,2024-01-30,Gold
19795,Customer019795,User019795,customer019795@example.com,Male,50,United States,New York,2025-01-15,Silver
19796,Customer019796,User019796,customer019796@example.com,Male,34,Kazakhstan,Almaty,2024-07-07,Platinum
19797,Customer019797,User019797,customer019797@example.com,Female,22,United States,New York,2024-07-23,Standard
19798,Customer019798,User019798,customer019798@example.com,Male,26,Kazakhstan,Almaty,2023-10-14,Standard
19799,Customer019799,User019799,customer019799@example.com,Male,18,Poland,Warsaw,2021-07-08,Standard
19800,Customer019800,User019800,customer019800@example.com,Female,35,United States,New York,2022-06-24,Gold
19801,Customer019801,User019801,customer019801@example.com,Male,24,UAE,Dubai,2021-09-12,Standard
19802,Customer019802,User019802,customer019802@example.com,Female,29,Georgia,Tbilisi,2022-03-11,Standard
19803,Customer019803,User019803,customer019803@example.com,Female,18,United States,New York,2021-05-03,Gold
19804,Customer019804,User019804,customer019804@example.com,Female,26,UAE,Dubai,2025-10-27,Standard
19805,Customer019805,User019805,customer019805@example.com,Male,18,UAE,Dubai,2025-08-18,Silver
19806,Customer019806,User019806,customer019806@example.com,Male,45,United States,New York,2023-08-23,Gold
19807,Customer019807,User019807,customer019807@example.com,Female,45,United States,New York,2021-03-07,Silver
19808,Customer019808,User019808,customer019808@example.com,Female,31,Germany,Berlin,2022-03-02,Silver
19809,Customer019809,User019809,customer019809@example.com,Male,36,United States,New York,2022-03-09,Silver
19810,Customer019810,User019810,customer019810@example.com,Female,21,United States,New York,2026-02-13,Standard
19811,Customer019811,User019811,customer019811@example.com,Female,27,Italy,Rome,2024-06-01,Silver
19812,Customer019812,User019812,customer019812@example.com,Male,29,France,Paris,2025-12-09,Standard
19813,Customer019813,User019813,customer019813@example.com,Female,18,Georgia,Tbilisi,2025-11-05,Gold
19814,Customer019814,User019814,customer019814@example.com,Female,48,Italy,Rome,2022-06-30,Gold
19815,Customer019815,User019815,customer019815@example.com,Female,22,Turkey,Istanbul,2022-04-10,Gold
19816,Customer019816,User019816,customer019816@example.com,Male,27,Germany,Berlin,2023-07-04,Standard
19817,Customer019817,User019817,customer019817@example.com,Female,52,Georgia,Tbilisi,2022-04-06,Standard
19818,Customer019818,User019818,customer019818@example.com,Male,52,Azerbaijan,Baku,2024-11-06,Silver
19819,Customer019819,User019819,customer019819@example.com,Female,38,Spain,Madrid,2025-08-25,Silver
19820,Customer019820,User019820,customer019820@example.com,Male,30,Turkey,Istanbul,2023-01-11,Standard
19821,Customer019821,User019821,customer019821@example.com,Female,20,Germany,Berlin,2021-02-16,Gold
19822,Customer019822,User019822,customer019822@example.com,Female,38,UAE,Dubai,2025-10-02,Standard
19823,Customer019823,User019823,customer019823@example.com,Male,18,United Kingdom,London,2023-10-14,Silver
19824,Customer019824,User019824,customer019824@example.com,Female,53,United States,New York,2024-10-30,Standard
19825,Customer019825,User019825,customer019825@example.com,Male,50,Poland,Warsaw,2025-09-30,Silver
19826,Customer019826,User019826,customer019826@example.com,Male,43,France,Paris,2025-08-11,Standard
19827,Customer019827,User019827,customer019827@example.com,Male,44,Germany,Berlin,2024-11-05,Standard
